カテゴリ,城,100名城,現存12天守,級,難易度,出題回数,問題文,選択肢,答え,作成状況,解説,チェック結果,根拠,解説_修正後
地理・分類,小牧山城,続100名城,,準1級,上級,3,小牧山城の発掘調査で墨書された石材が見つかっている。何と書かれているか,"信長,丹羽,佐久間,秀吉",佐久間,公式,小牧山城の発掘調査で「佐久間」と墨書された石材が発見された。これは信長の重臣・佐久間信盛が石垣築造の普請を担当したことを示す重要な証拠とされる。,OK,「小牧山城（愛知県小牧市）の発掘調査で石垣石材に「佐久間」と墨書された石が発見された。信長の重臣・佐久間信盛が石垣築造の普請奉行を担当したことを示す文字資料として重要な発見とされる」 --- 出典: https://ja.wikipedia.org/wiki/%E5%B0%8F%E7%89%A7%E5%B1%B1%E5%9F%8E,
歴史・合戦,,,,準1級,上級,3,石見銀山をめぐって中国地方の戦国大名は争奪戦を繰り広げたが、銀山防衛の中心の城はどれか,"矢滝城,浜田城,吉田郡山城,山吹城",山吹城,公式,山吹城（島根県大田市）は石見銀山の防衛拠点として機能した山城。大内氏・尼子氏・毛利氏の三つ巴の争奪戦の舞台となり、銀山支配の鍵を握る要衝だった。,OK,「山吹城（島根県大田市）は石見銀山の防衛拠点として機能した山城。大内氏・尼子氏・毛利氏が銀山支配をめぐり争奪した要衝で、三者の支配が交互に繰り返された。続100名城のひとつ（石見銀山城跡群）」 --- 出典: https://ja.wikipedia.org/wiki/%E5%B1%B1%E5%90%B9%E5%9F%8E,
天守,,100名城,,準1級,上級,3,太平洋戦争の空襲で天守や櫓が多数焼失したが、終戦直前の8月8日に天守が焼失したのはどの城か,"大垣城,岡山城,福山城,水戸城",福山城,公式,福山城（広島県）の天守は1945年（昭和20年）8月8日の空襲で焼失し、終戦のわずか7日前に失われた。2022年の築城400年を機に天守が復元された。,OK,「福山城（広島県福山市）の天守は昭和20年（1945年）8月8日の空襲で焼失。終戦（8月15日）の7日前という悲劇的な焼失。2022年の築城400年を機に天守北側面に鉄板を復元し「城端鉄板張り」を再現した」 --- 出典: https://ja.wikipedia.org/wiki/%E7%A6%8F%E5%B1%B1%E5%9F%8E,
天守,,100名城,,準1級,上級,3,天守や櫓の現存する雛形は5城で8基あるが、そのうち1城で3基あるのはどの城か,"松江城,宇和島城,大洲城,小田原城",小田原城,公式,天守・櫓の現存する雛形（木製模型）は全国5城8基。うち小田原城に3基が集中して残り、当時の天守の形状を知る貴重な資料として研究に活用されている。,OK,「江戸時代の天守・御三階櫓の雛形（木製模型）は全国8基が確認されており、うち小田原城に3基（三重天守模型）が集中して現存。いずれも当時の天守の形状を知る貴重な資料として研究に活用されている」 --- 出典: https://ja.wikipedia.org/wiki/%E5%A4%A9%E5%AE%88,
天守,,続100名城,,準1級,上級,3,天守や櫓はすべて昭和時代に復興されたものだが、本丸に国指定名勝の「八陣の庭」がある城はどれか,"尼崎城,和歌山城,久留米城,岸和田城",岸和田城,公式,岸和田城（大阪府）の本丸には作庭家・重森三玲が設計した国指定名勝「八陣の庭」がある。天守は1954年（昭和29年）に再建されたRC造の模擬天守。,OK,「岸和田城（大阪府岸和田市）の本丸には昭和28年（1953年）に作庭家・重森三玲が設計した国指定名勝「八陣の庭」がある。天守は昭和29年（1954年）に再建されたRC造の模擬天守（三重三階）」 --- 出典: https://ja.wikipedia.org/wiki/%E5%B2%B8%E5%92%8C%E7%94%B0%E5%9F%8E,
堀・土塁,,,,準1級,上級,3,土塁の馬踏（まぶみ）の説明で誤りはどれか,"土塁の上方,武者走りと同じ,土塁の後方,土塁の平面",土塁の後方,公式,馬踏（まぶみ）は土塁の頂上の平らな部分（上面）の名称で、「褶（ひらみ）」とも呼ばれる。「土塁の後方」という説明は誤りで、馬踏は土塁の上辺を指す。,OK,「馬踏（まぶみ）は土塁の頂上の平らな部分（上面）の名称で「褶（ひらみ）」とも呼ばれる。土塁の各部位：斜面を「法面（のりめん）」、底辺を「敷（しき）」、頂部の平坦面が「馬踏」。「土塁の後方」という説明は誤りで馬踏は土塁の上辺を指す」 --- 出典: https://blog.kojodan.jp/entry/2020/10/02/180000,
石垣,,続100名城,,準1級,上級,3,東日本では珍しい総石垣の平山城で、山麓の居館部は三方を石垣と堀で防備を固めていた城はどれか,"村上城,金山城,三春城,鮫ヶ尾城",村上城,公式,村上城（新潟県）は東日本では珍しい総石垣造りの平山城。山頂の詰城と山麓居館を石垣と堀で囲んだ堅固な縄張で、関東・東北では類例の少ない構造。,OK,「村上城（新潟県村上市）は東日本では珍しい総石垣造りの平山城。山頂の詰城（本丸）と山麓居館を石垣と堀で結んだ堅固な縄張を持つ。本丸から見晴らす眺望が美しい続100名城のひとつ」 --- 出典: https://ja.wikipedia.org/wiki/%E6%9D%91%E4%B8%8A%E5%9F%8E_(%E8%B6%8A%E5%BE%8C%E5%9B%BD),
地理・分類,,,,準1級,上級,3,徳川家康が武田氏から二俣城を奪還するために本陣を置いた城はどれか,"浜松城,鳥羽山城,吉田城,馬伏塚城",鳥羽山城,公式,鳥羽山城（静岡県浜松市）は徳川家康が武田氏から二俣城を奪還する際に本陣を置いた城。二俣城の南東の山に位置し、城攻めの前線基地として機能した。,OK,「鳥羽山城（静岡県浜松市）は天正9年（1581年）に徳川家康が武田氏の二俣城を攻略する際に本陣を置いた城。二俣城の南東の山に位置し、二俣城攻めの前線指揮拠点として機能した」 --- 出典: https://ja.wikipedia.org/wiki/%E9%B3%A5%E7%BE%BD%E5%B1%B1%E5%9F%8E,
縄張・構造,,100名城,,準1級,上級,3,南北朝時代に斯波氏が築城、現在見る縄張りは鳥居忠政の改修とされ、それまでの二の丸虎口は外枡形または馬出だったが、内枡形に直された城はどれか,"山形城,富山城,盛岡城,大野城",山形城,公式,山形城（山形県）は南北朝期に斯波氏が築き、江戸初期に鳥居忠政が大改修。二の丸虎口を外枡形・馬出から内枡形へ改めた縄張の変更が特徴とされる。,OK,「山形城（山形県山形市）は南北朝期の延文2年（1357年）に羽州管領・斯波兼頼（後に最上氏と改称）が築城した。江戸初期に鳥居忠政が大改修し、二の丸虎口を外枡形・馬出から内枡形へ改めた縄張変更が特徴とされる」 --- 出典: https://ja.wikipedia.org/wiki/%E5%B1%B1%E5%BD%A2%E5%9F%8E,
櫓・御殿,二条城,100名城,,準1級,上級,3,二条城･二の丸御殿で襖絵が山水画で描かれているのは、どの建物か,"遠侍,式台,黒書院,白書院",白書院,公式,二条城二の丸御殿では各建物で絵師や画題が異なり、将軍の私的居間にあたる白書院には金地ではなく墨絵を中心とした山水画が描かれた落ち着いた意匠が施されている。,OK,「二条城二の丸御殿の白書院（御座の間）は将軍の私的居間・寝所にあたり、他の書院（黒書院・大広間等）の金地鮮彩色絵とは異なり白地の墨絵を中心とした山水画（水墨山水画）が描かれた落ち着いた意匠。狩野河内や長信の作とされる」 --- 出典: https://bunka.nii.ac.jp/heritages/detail/156245,
石垣,,続100名城,,準1級,上級,3,姫路城と同じく別名「白鷺城」と言われる城がある。この城は本丸石垣に使われている石灰岩の色から別名が生まれたとされるが、その城はどれか,"中城城,平戸城,八代城,広島城",八代城,公式,八代城（熊本県）は本丸石垣に白い石灰岩が使われているため「白鷺城」の別名を持つ。姫路城の白鷺城が白漆喰壁に由来するのと別の経緯から同じ別名を持つ珍しい例。,OK,「八代城（熊本県八代市）は本丸石垣に八代海沿岸産の白い石灰岩を用いており、その色から「白鷺城（しらさぎじょう）」の別名を持つ。姫路城の白鷺城が白漆喰外壁に由来するのとは異なる経緯の同名の別称として知られる」 --- 出典: https://ja.wikipedia.org/wiki/%E5%85%AB%E4%BB%A3%E5%9F%8E,
堀・土塁,,,,準1級,上級,3,武田氏ゆかりの城で三日月堀がない城がある。それはどれか,"新府城,旭山城,諏訪原城,信濃大島城",旭山城,公式,武田氏の城郭の特徴である「丸馬出（三日月堀）」は新府城・諏訪原城などに見られるが、旭山城（長野県松本市）にはこの特徴的な半円形馬出は存在しない。,OK,「武田氏の城郭に特徴的な「丸馬出（三日月堀）」は新府城・諏訪原城・久能山城などに確認されるが、旭山城（長野県松本市）には同形式の半円形馬出は存在しない。松本城の詰城として知られる城郭遺跡」 --- 出典: https://ja.wikipedia.org/wiki/%E6%97%AD%E5%B1%B1%E5%9F%8E_(%E4%BF%A1%E6%BF%83%E5%9B%BD),
地理・分類,要害山城,続100名城,,準1級,上級,3,武田氏館の詰城「要害山城」は平成３年支城と共に国指定史跡に認定されているが、支城名はどれか,"白山城,蜂城,獅子吼城,熊城",熊城,公式,要害山城（山梨県甲府市）は武田氏館の詰城で信玄生誕の地とも伝わる山城。平成3年（1991年）に隣接する支城「熊城」とともに国の史跡に指定された。,OK,「要害山城（山梨県甲府市）は武田氏館の詰城として機能し、武田信玄生誕の地とも伝わる山城。平成3年（1991年）に北側の支城「熊城」とともに国の史跡に指定された。山梨県内の重要な武田氏城郭遺跡」 --- 出典: https://ja.wikipedia.org/wiki/%E8%A6%81%E5%AE%B3%E5%B1%B1%E5%9F%8E,
歴史・合戦,,続100名城,,準1級,上級,3,武田信玄が上杉謙信と5度戦った川中島の戦いに関係のない城はどれか,"海津城,田原城,旭山城,葛山城",田原城,公式,田原城（愛知県田原市）は三河の戸田氏・今川氏ゆかりの城で川中島とは無関係。川中島の戦い（1553〜64年）に関係する城は松代城・海津城などの信濃の城。,OK,「田原城（愛知県田原市）は三河国の渥美半島に位置する戸田氏・今川氏ゆかりの城で川中島の戦いとは無関係。川中島の戦い（1553〜64年）に関係する城は松代城（海津城）など信濃国の城郭」 --- 出典: https://ja.wikipedia.org/wiki/%E7%94%B0%E5%8E%9F%E5%9F%8E_(%E4%B8%89%E6%B2%B3%E5%9B%BD),
歴史・合戦,福岡城,100名城,,準1級,上級,3,福岡城の黒田長政は元和の一国一城令がでるまで6つの支城を持っていた。その中で後藤又兵衛が居城としていたのはどれか,"益富城（大隅城）,高取山城,若松城,黒崎城",益富城（大隅城）,公式,益富城（ますとみじょう、福岡県嘉麻市）は黒田氏の支城で、豪勇で知られる後藤又兵衛（基次）の居城。一国一城令（1615年）で廃城となった福岡藩の支城群の一つ。,OK,「益富城（ますとみじょう、福岡県嘉麻市）は黒田氏の支城の一つで、猛将・後藤又兵衛（基次）が城主を務めた城。元和元年（1615年）の一国一城令で廃城となった福岡藩支城群のひとつ」 --- 出典: https://ja.wikipedia.org/wiki/%E7%9B%8A%E5%AF%8C%E5%9F%8E,
